IDCabang,KategoriKota,Wilayah,JumlahNasabahAktif,JumlahTeller,JumlahPegawai,JumlahATM,LuasCabang_m2,UmurCabang_tahun,JamOperasionalPerHari,TransaksiHarian,TransaksiBulanan,SkorKepuasanNasabah,KodeInternal,BiayaOperasional_jutaPerBulan
CBG01973,Kota Kecil,Sumatera,350,3,12,1,145.0,45,9.4,187,4121,3.49,6406,108.93
CBG01991,Kota Kecil,Jawa Timur,6796,7,23,3,518.0,17,8.4,434,9544,4.1,3880,279.37
CBG01022,Kota Besar,Kalimantan,8207,9,22,6,501.0,44,8.1,577,12666,4.4,2728,336.08
CBG00502,Metro,Jawa Barat,9085,9,26,5,525.0,27,7.7,674,14904,3.63,1515,360.5
CBG02830,Kota Besar,Indonesia Timur,3457,5,18,3,232.0,41,7.9,205,4559,4.31,7721,231.9
CBG00759,Kota Kecil,Kalimantan,6992,10,29,4,358.0,38,6.7,494,10850,3.96,1249,294.55
CBG02208,Kota Kecil,Jawa Barat,5008,5,18,4,306.0,37,9.2,372,8103,4.31,3679,306.08
CBG00429,Kota Kecil,Jawa Timur,6437,6,20,5,,45,7.3,456,10028,4.05,6122,275.86
CBG01546,Kota Besar,Jawa Tengah,5764,6,19,5,357.0,19,9.0,308,6703,4.1,4795,244.52
CBG01318,Metro,Sulawesi,8676,8,24,5,469.0,4,9.6,587,12986,3.52,9079,345.67
CBG01137,Kota Kecil,Sulawesi,3287,6,20,5,252.0,11,8.6,231,5104,4.58,8498,196.23
CBG00074,Kota Kecil,Kalimantan,2055,3,9,3,138.0,19,8.6,242,5296,4.84,1724,201.02
CBG00026,Kota Kecil,Jawa Tengah,8668,11,26,5,522.0,31,7.9,671,14734,5.0,1306,321.77
CBG01345,Metro,Sumatera,9389,9,22,7,506.0,21,9.2,674,14669,4.67,9950,358.65
CBG02481,Kota Kecil,Kalimantan,4967,7,22,4,473.0,24,10.0,322,7128,4.75,1601,260.49
CBG01127,Kota Kecil,Sumatera,7443,9,25,4,501.0,6,8.4,534,11764,3.93,9590,289.81
CBG01140,Kota Kecil,Indonesia Timur,3050,3,10,4,133.0,28,10.3,342,7591,3.74,4890,185.24
CBG00506,Kota Besar,Sulawesi,7915,9,24,5,528.0,12,7.8,577,12669,5.0,1840,304.31
CBG01395,Kota Besar,Jawa Timur,8077,9,27,6,448.0,12,6.0,513,11295,3.79,3197,300.03
CBG02329,Metro,Sulawesi,10065,9,27,4,421.0,9,7.7,626,13693,3.95,9071,352.88
CBG02452,Kota Besar,Sumatera,11018,9,18,7,590.0,31,8.4,733,16120,3.94,6830,349.47
CBG02733,Metro,Sumatera,8890,7,22,5,334.0,10,7.9,580,12716,4.31,7393,328.01
CBG01719,Kota Besar,Sumatera,4771,8,19,4,377.0,39,7.2,260,5734,4.26,2672,256.09
CBG02669,Metro,Indonesia Timur,8347,9,23,6,428.0,20,8.1,582,12733,3.48,1618,357.97
CBG01121,Metro,Kalimantan,10538,10,27,7,515.0,29,7.1,645,14146,4.06,2577,384.18
CBG01666,Kota Besar,Jawa Tengah,8097,9,26,6,454.0,39,9.2,543,11976,3.48,5605,318.37
CBG00587,Metro,Jawa Barat,10454,13,31,5,539.0,30,8.5,682,15003,3.4,9577,378.11
CBG01721,Kota Besar,Sumatera,6646,7,19,5,541.0,10,6.1,451,9904,3.85,2998,279.34
CBG00612,Kota Kecil,Indonesia Timur,4814,5,19,1,238.0,9,7.6,357,7884,3.34,5808,222.6
CBG01139,Kota Kecil,Sumatera,4344,4,12,5,422.0,16,8.0,296,6560,4.0,7203,199.5
CBG00426,Kota Besar,Jawa Barat,8961,9,26,4,537.0,30,7.9,610,13405,,8040,348.18
CBG00649,Kota Kecil,Indonesia Timur,350,2,7,2,197.0,45,8.9,115,2523,3.84,9841,121.37
CBG02029,Kota Kecil,Sulawesi,5628,9,27,3,472.0,31,10.0,388,8518,3.58,5335,288.02
CBG02448,Kota Besar,Sulawesi,3948,5,17,1,490.0,7,7.3,377,8321,4.21,8051,210.87
CBG01943,Kota Kecil,Sumatera,4294,7,21,5,247.0,15,7.3,251,5522,4.0,8690,221.17
CBG01409,Kota Besar,Kalimantan,7571,8,23,5,532.0,13,7.9,535,11761,4.62,2782,302.77
CBG00566,Kota Besar,Jawa Timur,4724,6,17,4,392.0,29,6.8,292,6456,3.46,7970,240.46
CBG01682,Kota Kecil,Jawa Timur,4853,6,17,4,306.0,16,8.0,325,7108,4.85,2751,227.65
CBG00886,Kota Besar,Jawa Tengah,2938,4,13,3,248.0,7,8.3,294,6409,3.54,8745,170.09
CBG02898,Kota Kecil,Jawa Barat,2491,6,17,2,316.0,2,8.8,307,6753,3.1,9235,163.24
CBG02456,Kota Kecil,Jawa Barat,3188,7,19,5,351.0,14,7.4,247,5427,3.48,6340,198.24
CBG02667,Kota Kecil,Jawa Timur,5877,7,20,4,366.0,26,7.9,433,9561,4.82,8217,257.3
CBG02582,Kota Besar,Kalimantan,8437,10,26,3,434.0,34,8.3,602,13294,3.94,5971,336.74
CBG01901,Metro,Jawa Timur,8157,9,27,3,446.0,5,6.0,572,12703,4.05,5434,316.21
CBG00630,Kota Besar,Jawa Timur,9092,12,29,6,426.0,5,8.3,586,12877,4.51,1787,330.24
CBG02847,Kota Besar,Jawa Tengah,4871,5,15,2,339.0,12,9.2,335,7380,4.05,7013,232.61
CBG02221,Metro,Jawa Tengah,8513,9,27,5,426.0,3,9.7,589,12922,4.09,3377,331.77
CBG00501,Metro,Jawa Tengah,11796,13,35,6,662.0,9,8.9,793,17360,3.76,9425,383.57
CBG02559,Kota Kecil,Sulawesi,6120,8,20,5,384.0,22,8.8,454,9970,4.36,9894,265.41
CBG01831,Metro,Jawa Timur,9357,8,21,4,524.0,41,8.2,630,13835,4.02,4544,351.8
CBG00409,Kota Kecil,Sumatera,5705,6,21,4,360.0,34,9.1,451,9804,3.92,5804,259.5
CBG01344,Kota Kecil,Jawa Barat,5710,5,15,3,377.0,20,9.5,434,9651,4.4,7215,252.36
CBG00165,Kota Besar,Indonesia Timur,5960,8,24,3,432.0,18,9.3,366,8089,4.61,3706,285.24
CBG02463,Metro,Kalimantan,7258,7,18,4,365.0,2,7.0,498,10992,4.08,5574,301.4
CBG00244,Kota Besar,Jawa Tengah,5130,6,14,4,209.0,5,8.1,346,7600,3.84,3527,252.81
CBG02827,Kota Kecil,Sulawesi,3103,5,16,3,187.0,26,6.0,220,4865,4.45,6017,173.56
CBG02796,Kota Kecil,Sumatera,6272,7,21,4,284.0,16,7.4,367,8104,4.17,3929,253.72
CBG01523,Metro,Jawa Tengah,10426,10,25,7,565.0,29,7.9,708,15550,4.45,1243,366.04
CBG00379,Kota Kecil,Jawa Barat,5677,4,13,5,291.0,8,8.7,331,7337,3.59,6608,246.01
CBG01088,Kota Kecil,Sumatera,3654,3,12,4,287.0,9,7.5,281,6191,3.94,7527,188.21
CBG01764,Kota Besar,Jawa Timur,8996,10,26,4,458.0,43,8.8,583,12793,4.4,8779,351.03
CBG02555,Kota Kecil,Indonesia Timur,7253,7,20,5,282.0,36,7.1,520,11515,4.25,9230,281.67
CBG00295,Kota Kecil,Sumatera,6966,7,20,4,429.0,28,8.1,544,12089,,8256,289.81
CBG01897,Kota Kecil,Sulawesi,2863,3,11,2,228.0,8,7.4,175,3872,4.03,8262,158.95
CBG01870,Kota Besar,Jawa Barat,8251,7,21,5,485.0,28,8.3,581,12667,4.9,2953,336.15
CBG02155,Kota Besar,Indonesia Timur,4981,6,18,2,373.0,8,7.6,296,6563,4.45,5061,241.61
CBG01877,Metro,Jawa Timur,12522,13,35,9,608.0,25,6.9,746,16371,4.13,2791,408.97
CBG02131,Kota Besar,Jawa Timur,6336,7,17,3,407.0,14,8.0,412,9119,3.95,4288,261.78
CBG00316,Kota Kecil,Kalimantan,5083,5,16,3,,6,6.0,437,9635,3.67,2824,221.7
CBG00529,Kota Kecil,Jawa Tengah,2917,3,13,4,383.0,1,8.0,253,5570,4.23,4866,165.8
CBG02928,Kota Besar,Kalimantan,4029,3,14,3,234.0,17,6.3,261,5712,2.99,4272,213.62
CBG01178,Metro,Jawa Barat,11493,12,31,6,477.0,38,7.7,734,16014,3.85,7159,395.95
CBG00190,Kota Besar,Jawa Tengah,5078,7,23,3,322.0,33,8.1,346,7561,4.07,1816,248.56
CBG00028,Kota Besar,Kalimantan,3315,5,18,2,260.0,29,7.3,272,5954,4.26,2856,214.65
CBG02754,Kota Kecil,Sulawesi,3745,6,19,3,203.0,43,8.9,224,4979,4.78,9762,220.24
CBG00275,Metro,Jawa Timur,6581,8,25,4,400.0,42,6.7,450,9891,4.57,3403,315.21
CBG02112,Metro,Jawa Tengah,9418,8,24,8,,34,9.0,654,14324,3.95,5167,362.3
CBG01075,Kota Kecil,Jawa Tengah,3821,5,16,3,325.0,8,8.0,243,5405,4.36,9631,202.73
CBG02404,Kota Besar,Jawa Tengah,4842,6,22,2,346.0,9,8.3,276,6072,3.86,8364,235.06
CBG02574,Metro,Jawa Timur,6998,9,24,4,,17,7.1,419,9195,3.87,9865,299.35
CBG01832,Kota Kecil,Jawa Timur,1920,2,9,4,266.0,14,7.9,209,4606,4.68,8795,177.61
CBG01904,Kota Besar,Jawa Barat,3164,4,13,2,156.0,2,8.4,223,4918,4.42,7343,178.43
CBG02640,Kota Kecil,Sumatera,7146,7,19,4,244.0,6,7.9,487,10681,4.25,4184,258.59
CBG01335,Kota Kecil,Jawa Timur,3787,8,24,3,201.0,2,7.6,326,7180,4.26,5799,205.97
CBG02163,Metro,Sumatera,10190,12,29,6,670.0,38,7.9,709,15608,3.37,2237,388.46
CBG02213,Metro,Sulawesi,8349,8,24,6,409.0,28,6.8,674,14926,4.57,3491,337.99
CBG00586,Kota Besar,Jawa Tengah,5019,7,27,1,230.0,33,7.6,349,7688,3.84,5370,248.17
CBG00838,Metro,Sumatera,9700,10,29,5,498.0,25,7.6,610,13258,3.88,1549,370.61
CBG00711,Kota Kecil,Jawa Barat,5807,6,22,5,364.0,3,7.8,344,7559,3.56,2728,243.26
CBG02362,Metro,Sumatera,5430,9,30,2,346.0,22,7.6,371,8132,4.54,5839,275.3
CBG02458,Kota Besar,Indonesia Timur,4081,5,14,4,353.0,15,7.7,272,6004,4.52,5023,217.58
CBG01251,Kota Kecil,Jawa Barat,1885,3,15,4,244.0,34,9.8,131,2861,4.48,5075,171.61
CBG02980,Kota Besar,Jawa Timur,5592,9,24,3,303.0,29,10.6,333,7396,2.58,7618,281.57
CBG02549,Kota Kecil,Jawa Barat,4023,5,22,5,231.0,23,7.6,220,4865,,6312,222.82
CBG01438,Kota Besar,Jawa Timur,5875,5,16,5,304.0,25,8.4,447,9833,4.52,6617,256.86
CBG01732,Kota Besar,Sulawesi,5874,5,13,4,341.0,16,8.8,511,11186,4.3,1479,255.79
CBG01554,Kota Besar,Jawa Timur,5270,7,18,3,334.0,2,7.1,355,7835,4.02,7231,241.06
CBG00817,Kota Besar,Kalimantan,6573,6,14,4,319.0,43,7.9,337,7398,3.88,2310,280.46
CBG02886,Kota Kecil,Jawa Barat,4451,6,17,2,377.0,32,6.8,334,7405,4.0,9589,210.36
CBG02718,Kota Besar,Kalimantan,7290,8,20,5,502.0,9,6.9,445,9761,4.76,1596,288.99
CBG00958,Kota Besar,Kalimantan,1801,3,8,3,93.0,3,7.0,166,3636,4.26,1887,132.4
CBG00303,Kota Kecil,Indonesia Timur,3243,3,10,2,434.0,31,8.5,260,5723,3.54,1020,202.45
CBG00572,Kota Besar,Indonesia Timur,7591,8,27,3,326.0,44,8.8,500,11024,3.52,9841,316.28
CBG02612,Metro,Jawa Barat,11642,12,30,5,584.0,31,8.1,738,16273,3.82,5457,391.31
CBG01923,Kota Besar,Jawa Barat,6943,9,24,4,365.0,11,8.3,548,12008,3.27,4071,290.3
CBG00631,Kota Besar,Sumatera,2883,3,14,2,304.0,21,7.9,288,6316,4.92,2855,179.84
CBG01512,Kota Besar,Kalimantan,8475,11,27,6,490.0,8,6.6,567,12428,3.6,2094,325.93
CBG02427,Metro,Sumatera,5968,8,26,6,398.0,2,6.8,412,9041,4.43,8342,290.77
CBG02892,Kota Besar,Jawa Barat,6226,6,17,3,476.0,39,7.4,440,9556,4.15,7198,292.51
CBG02190,Kota Kecil,Kalimantan,2739,4,9,1,398.0,8,8.7,197,4316,3.7,5033,180.78
CBG01064,Kota Besar,Sumatera,4108,4,14,5,238.0,44,6.5,296,6474,4.19,7995,227.14
CBG01780,Kota Besar,Jawa Barat,6017,7,22,5,375.0,1,8.7,452,9878,3.75,3598,267.65
CBG02438,Kota Besar,Sumatera,5816,6,20,4,371.0,5,7.4,461,10067,4.54,3732,256.72
CBG02168,Kota Besar,Sulawesi,5978,6,20,3,,21,8.6,429,9406,4.44,4266,273.52
CBG02278,Kota Besar,Sumatera,7385,9,25,4,300.0,45,8.1,453,9886,4.86,7870,356.12
CBG02602,Metro,Sumatera,6974,8,24,4,424.0,32,7.2,488,10847,3.78,4430,314.8
CBG01794,Kota Kecil,Jawa Barat,3220,5,19,4,269.0,14,7.4,237,5205,4.67,8787,178.88
CBG01784,Kota Kecil,Jawa Barat,2530,5,15,2,379.0,14,7.2,177,3903,3.53,2385,169.4
CBG00924,Kota Kecil,Jawa Tengah,5268,4,15,4,334.0,44,7.8,360,7876,3.61,8056,241.5
CBG00723,Kota Besar,Kalimantan,4391,6,19,5,396.0,35,7.4,382,8452,4.92,8472,252.4
CBG00060,Kota Kecil,Sumatera,7378,9,27,4,428.0,43,6.6,577,12715,3.89,8201,312.19
CBG02201,Kota Kecil,Kalimantan,5099,6,14,4,371.0,36,9.1,536,11762,4.69,1698,249.28
CBG02462,Kota Kecil,Jawa Timur,2953,4,14,1,244.0,28,8.0,284,6286,4.45,2608,177.71
CBG01864,Metro,Jawa Barat,9889,11,29,6,543.0,1,7.4,683,15129,4.15,1562,347.37
CBG00024,Kota Kecil,Kalimantan,8290,7,18,5,510.0,19,7.5,535,11728,4.04,9823,289.4
CBG00578,Kota Besar,Kalimantan,6374,8,23,5,,19,8.5,500,10923,4.56,5222,288.42
CBG00684,Kota Besar,Sumatera,6853,8,22,3,354.0,38,7.5,513,11209,4.09,1601,296.21
CBG01016,Kota Kecil,Sulawesi,6495,6,21,5,398.0,5,8.5,339,7462,5.0,9967,259.13
CBG00347,Kota Kecil,Jawa Tengah,5518,5,18,5,341.0,7,7.6,377,8213,4.1,9388,222.65
CBG02877,Kota Besar,Kalimantan,6117,10,27,4,546.0,18,8.5,429,9367,4.04,1840,305.24
CBG01556,Kota Kecil,Jawa Timur,5399,8,21,4,452.0,17,8.4,470,10335,,8649,308.49
CBG02948,Metro,Indonesia Timur,8716,7,24,5,492.0,32,7.5,643,14261,4.68,5002,346.22
CBG00009,Kota Kecil,Jawa Timur,2705,5,16,1,248.0,22,7.9,236,5195,3.6,4572,171.48
CBG02912,Kota Besar,Jawa Barat,4092,7,22,3,259.0,18,9.6,324,7152,4.98,7847,231.18
CBG00229,Metro,Sumatera,6454,8,23,3,341.0,31,8.2,523,11476,4.13,9612,310.47
CBG00490,Kota Besar,Jawa Timur,5592,6,19,4,536.0,12,7.0,361,7913,3.92,6643,267.27
CBG02616,Metro,Jawa Tengah,7560,7,18,4,446.0,10,8.5,500,10977,3.58,4325,300.74
CBG00830,Kota Besar,Jawa Tengah,5705,7,21,4,377.0,28,8.5,453,9945,3.92,1907,276.21
CBG02985,Kota Besar,Jawa Barat,9444,7,19,6,580.0,38,8.5,563,12283,3.65,3144,339.05
CBG01874,Metro,Kalimantan,8310,6,17,4,430.0,21,8.9,468,10341,4.29,7265,309.56
CBG00450,Kota Kecil,Indonesia Timur,5092,6,20,3,448.0,28,8.7,264,5795,3.39,8291,264.9
CBG02464,Metro,Jawa Timur,8268,8,20,5,,37,6.1,643,14134,3.6,8451,321.13
CBG00016,Kota Besar,Jawa Timur,3109,3,9,3,301.0,17,9.1,256,5632,3.54,5568,196.66
CBG01115,Metro,Sulawesi,7978,10,27,5,513.0,16,7.5,458,10145,4.04,9133,344.62
CBG02810,Kota Kecil,Jawa Timur,2901,6,19,2,176.0,34,8.3,217,4752,3.94,1636,192.26
CBG01389,Kota Besar,Jawa Barat,5410,7,25,2,372.0,16,8.1,339,7474,4.51,7941,265.05
CBG02421,Kota Kecil,Sumatera,5228,8,23,3,237.0,28,8.7,328,7193,4.0,9784,253.8
CBG01589,Metro,Indonesia Timur,11516,11,26,7,609.0,39,7.0,767,16825,4.81,1425,399.16
CBG00824,Metro,Kalimantan,5476,5,15,3,436.0,29,7.5,363,8002,3.89,1552,284.8
CBG02140,Metro,Sulawesi,11323,13,33,9,593.0,40,7.9,772,16680,,4263,406.81
CBG02735,Kota Kecil,Jawa Tengah,4567,6,19,3,360.0,4,6.0,241,5274,4.33,9394,215.12
CBG01227,Kota Kecil,Jawa Timur,5540,6,19,1,267.0,9,7.9,372,8231,4.02,2730,218.47
CBG01876,Metro,Jawa Barat,10655,11,30,6,499.0,43,8.0,739,16205,3.53,7275,390.37
CBG02941,Kota Besar,Indonesia Timur,6183,7,20,4,495.0,8,6.8,440,9695,4.32,3001,274.56
CBG01915,Kota Kecil,Sulawesi,6094,8,22,5,410.0,23,7.6,503,11037,4.64,6782,273.12
CBG01232,Kota Besar,Sulawesi,7722,8,21,5,599.0,28,8.5,584,12883,4.6,1673,326.18
CBG01847,Kota Kecil,Jawa Tengah,7096,7,23,3,374.0,40,8.7,479,10545,3.65,2777,293.11
CBG01010,Kota Besar,Jawa Barat,9423,8,23,5,474.0,31,7.6,608,13304,4.48,2636,334.4
CBG01705,Metro,Jawa Barat,11933,12,32,7,620.0,33,8.2,777,16964,4.14,7515,406.23
CBG02312,Kota Kecil,Jawa Tengah,4387,3,11,3,311.0,3,9.4,317,6984,4.71,2607,193.91
CBG02708,Kota Besar,Jawa Tengah,5351,5,15,4,303.0,2,8.9,336,7323,4.3,4826,236.23
CBG02753,Metro,Sulawesi,7494,6,15,5,476.0,22,8.3,460,10112,4.34,9658,316.33
CBG02396,Kota Kecil,Jawa Tengah,4479,8,23,3,328.0,1,7.4,227,4977,3.97,2471,222.71
CBG01107,Kota Kecil,Jawa Barat,2871,4,13,1,380.0,9,7.8,162,3555,4.33,8721,176.64
CBG00498,Metro,Kalimantan,10498,12,36,7,,29,8.2,779,17149,4.06,3763,405.88
CBG00353,Kota Kecil,Sulawesi,5939,7,26,4,418.0,41,8.2,407,8921,4.2,1543,284.29
CBG01853,Kota Kecil,Sumatera,5715,8,25,6,437.0,20,8.5,465,10272,4.69,2577,262.35
CBG00443,Kota Kecil,Sulawesi,5824,6,14,3,417.0,12,9.9,378,8307,3.89,1611,252.27
CBG00002,Kota Kecil,Sumatera,2862,4,15,3,117.0,22,9.5,247,5456,3.49,6974,169.97
CBG00286,Kota Besar,Jawa Barat,5551,8,20,4,473.0,18,8.6,428,9394,3.51,4958,274.67
CBG01561,Kota Besar,Sulawesi,6287,7,17,3,,31,8.5,436,9544,4.56,4792,284.67
CBG01647,Metro,Jawa Barat,9972,10,25,6,464.0,44,7.9,604,13235,4.46,2881,376.11
CBG00784,Kota Besar,Sumatera,6425,8,22,4,417.0,2,9.7,409,8986,3.93,4483,279.08
CBG00861,Kota Besar,Jawa Tengah,4212,5,17,2,218.0,1,8.0,270,5948,4.15,6327,213.88
CBG01907,Kota Kecil,Sumatera,5620,6,20,5,339.0,33,8.2,479,10551,4.38,7006,261.5
CBG02638,Kota Kecil,Sumatera,6249,8,20,4,456.0,36,9.3,415,9169,4.72,4777,286.3
CBG00349,Kota Kecil,Sumatera,3197,5,18,3,131.0,35,8.0,224,4895,4.58,4499,197.78
CBG00069,Kota Kecil,Kalimantan,3922,3,17,3,190.0,37,9.4,296,6535,4.11,4350,212.91
CBG00404,Metro,Jawa Barat,13371,13,34,7,525.0,43,8.9,803,17686,4.18,5142,414.44
CBG02327,Kota Kecil,Kalimantan,3586,5,15,4,392.0,19,9.5,298,6482,3.4,6661,203.14
CBG00755,Metro,Kalimantan,11324,11,27,8,634.0,18,7.5,729,16096,4.01,7910,390.35
CBG00798,Kota Besar,Sulawesi,2971,3,13,2,300.0,26,8.7,305,6690,4.64,3611,190.52
CBG01051,Kota Besar,Kalimantan,1852,2,6,3,281.0,45,7.5,173,3840,4.01,9255,162.88
CBG02966,Kota Kecil,Sumatera,3959,6,15,1,358.0,33,7.0,285,6241,4.16,4707,216.17
CBG02944,Kota Kecil,Kalimantan,4383,6,18,2,371.0,7,8.0,305,6761,4.25,9984,222.47
CBG00178,Kota Kecil,Kalimantan,2309,2,10,2,259.0,30,7.9,91,2016,4.27,9643,160.0
CBG00954,Kota Kecil,Kalimantan,350,2,5,2,326.0,11,9.2,20,441,3.86,1493,99.42
CBG01381,Metro,Jawa Tengah,11035,12,32,6,656.0,39,8.9,728,15920,5.0,8260,394.29
CBG02061,Kota Besar,Indonesia Timur,6831,8,23,4,463.0,28,8.2,409,9092,3.91,8664,301.68
CBG02762,Kota Kecil,Jawa Timur,2449,5,16,2,,19,8.1,265,5812,5.0,3070,160.89
CBG02439,Kota Kecil,Jawa Timur,5533,8,21,4,313.0,43,8.1,383,8426,3.63,1868,269.06
CBG01819,Kota Kecil,Sumatera,7077,7,19,4,360.0,23,7.9,477,10482,4.47,2870,268.65
CBG00253,Kota Besar,Jawa Tengah,4844,5,17,4,301.0,12,8.6,300,6567,4.33,1251,221.99
CBG01439,Kota Besar,Sumatera,9212,9,24,5,603.0,42,8.0,591,12989,4.76,8788,340.28
CBG00559,Kota Besar,Sumatera,5495,6,17,4,296.0,21,7.3,422,9314,5.0,9688,254.87
CBG01578,Metro,Sulawesi,12164,11,29,6,584.0,25,7.3,777,17007,4.23,1211,388.45
CBG01843,Kota Besar,Sumatera,3357,7,21,2,297.0,19,8.6,169,3772,4.5,6538,218.18
CBG00194,Kota Kecil,Sumatera,350,2,7,2,154.0,16,7.8,83,1819,4.65,7012,80.17
CBG02876,Kota Besar,Jawa Timur,7012,6,17,3,414.0,42,8.6,472,10415,4.32,3453,293.63
CBG01508,Kota Besar,Kalimantan,7885,8,24,4,431.0,17,8.2,573,12584,5.0,9303,315.43
CBG02538,Kota Kecil,Jawa Barat,6950,7,19,5,333.0,33,10.4,461,10191,4.05,7076,294.77
CBG01926,Metro,Sumatera,5450,5,23,4,410.0,1,9.8,435,9557,4.23,6810,268.69
CBG00245,Kota Besar,Indonesia Timur,2512,6,22,3,404.0,11,8.2,277,6133,4.33,5630,209.28
CBG00446,Metro,Jawa Timur,10222,10,27,7,477.0,10,8.8,697,15366,4.63,9904,364.92
CBG00477,Metro,Sulawesi,11708,11,31,5,710.0,18,7.7,757,16565,4.27,4786,395.08
CBG00539,Metro,Jawa Barat,7040,8,26,4,330.0,32,9.5,447,9847,3.38,1470,321.88
CBG01331,Kota Kecil,Jawa Barat,3031,5,16,2,255.0,14,8.2,186,4080,,1359,170.8
CBG00256,Kota Kecil,Sulawesi,4021,8,21,3,295.0,33,8.2,315,6932,4.19,7002,240.2
CBG00452,Metro,Jawa Tengah,6630,7,20,3,569.0,40,8.0,562,12362,3.68,5030,334.61
CBG02746,Kota Kecil,Kalimantan,3244,3,11,3,296.0,38,7.6,237,5244,4.11,8054,197.87
CBG01489,Kota Kecil,Jawa Timur,5308,7,18,5,387.0,16,7.2,345,7583,4.22,3530,246.0
CBG02332,Kota Besar,Jawa Barat,4847,4,11,2,469.0,4,7.6,334,7364,4.45,3799,232.38
CBG02606,Kota Kecil,Sumatera,4223,5,20,5,323.0,20,8.5,281,6231,3.79,9161,218.94
CBG02400,Kota Kecil,Indonesia Timur,4898,5,17,3,345.0,42,9.1,344,7565,4.29,5523,249.15
CBG02473,Kota Kecil,Indonesia Timur,5373,5,18,4,425.0,34,7.0,447,9863,3.56,4526,273.07
CBG02321,Kota Besar,Kalimantan,6956,9,22,6,386.0,20,7.7,560,12234,3.66,9212,297.63
CBG02858,Kota Besar,Kalimantan,4093,6,18,1,272.0,5,8.7,295,6477,4.07,6601,216.35
CBG00949,Kota Kecil,Sulawesi,2181,6,25,1,373.0,32,8.3,244,5378,3.82,9623,178.68
CBG00511,Kota Kecil,Indonesia Timur,350,3,10,1,121.0,29,6.8,98,2181,5.0,1064,100.34
CBG01394,Metro,Sulawesi,6781,9,22,4,369.0,24,6.2,466,10247,4.11,7143,294.53
CBG01509,Kota Kecil,Jawa Barat,6655,6,19,5,319.0,15,8.2,423,9396,3.92,8234,261.03
CBG01820,Kota Besar,Jawa Timur,3861,4,17,3,328.0,32,7.6,292,6428,3.81,3066,217.87
CBG02658,Metro,Jawa Tengah,9019,10,26,5,,29,7.1,504,11119,4.73,4132,358.04
CBG01332,Kota Besar,Jawa Barat,5765,8,21,4,392.0,21,7.5,289,6372,3.78,7689,264.77
CBG01310,Kota Kecil,Sulawesi,4400,6,19,4,308.0,40,8.9,279,6172,4.15,7842,245.38
CBG01803,Kota Besar,Jawa Barat,6751,5,16,5,,13,6.9,418,9171,4.33,5516,266.32
CBG02057,Kota Kecil,Jawa Barat,2916,3,8,4,328.0,37,9.4,239,5284,3.47,7902,190.87
CBG02418,Kota Kecil,Kalimantan,4576,7,21,3,326.0,33,9.4,274,6026,4.85,2119,249.1
CBG02432,Kota Kecil,Sulawesi,3757,6,20,1,320.0,30,6.6,320,7040,4.07,4541,207.14
CBG01852,Kota Kecil,Kalimantan,5188,6,18,2,459.0,6,7.3,350,7710,4.25,6517,241.06
CBG02415,Kota Besar,Jawa Tengah,3573,6,18,2,265.0,15,6.4,310,6804,2.66,1108,188.42
CBG02373,Metro,Jawa Timur,11276,12,31,6,516.0,26,7.0,716,15768,4.03,2566,383.7
CBG00622,Kota Kecil,Sulawesi,7198,8,20,4,445.0,37,9.0,475,10367,,5985,297.89
CBG01511,Kota Kecil,Sulawesi,6987,7,21,4,483.0,15,7.9,443,9824,4.4,9645,280.02
CBG01756,Kota Besar,Jawa Barat,4047,4,11,1,313.0,35,8.3,262,5738,3.83,4341,217.91
CBG01672,Kota Besar,Jawa Barat,8575,8,24,5,453.0,44,8.1,574,12584,4.15,9028,343.11
CBG01701,Kota Kecil,Indonesia Timur,3871,5,18,4,278.0,26,8.8,221,4810,3.97,3545,227.76
CBG02514,Kota Besar,Sumatera,8020,7,25,6,455.0,25,9.5,539,11828,4.4,4765,309.96
CBG01201,Kota Kecil,Sulawesi,1206,2,8,1,261.0,19,7.0,130,2861,4.3,5972,116.65
CBG02668,Kota Besar,Indonesia Timur,2502,3,16,1,266.0,14,8.4,119,2606,2.89,2500,182.97
CBG00664,Kota Besar,Jawa Timur,3516,2,10,1,234.0,19,9.3,293,6440,3.81,5252,268.5
CBG00775,Metro,Sulawesi,5770,6,22,4,365.0,34,6.9,347,7599,4.2,6424,290.21
CBG00574,Metro,Jawa Tengah,7503,7,20,5,600.0,41,7.8,475,10365,3.48,8904,333.39
CBG01873,Kota Besar,Sulawesi,6547,7,24,5,344.0,9,9.1,495,10871,4.96,4267,315.71
CBG02311,Kota Kecil,Sumatera,2129,2,10,2,,2,6.4,156,3423,3.54,6117,118.1
CBG01775,Kota Kecil,Jawa Barat,6891,6,19,4,,37,8.1,429,9395,4.98,7170,279.42
CBG02597,Kota Besar,Jawa Barat,5010,7,19,4,424.0,43,8.3,417,9198,4.22,1441,282.61
CBG02349,Kota Kecil,Indonesia Timur,2859,4,14,3,171.0,28,6.8,193,4256,3.81,9209,179.42
CBG01122,Metro,Jawa Barat,8983,8,23,4,462.0,35,8.7,676,14812,4.7,5495,362.4
CBG02019,Kota Besar,Jawa Timur,6802,8,25,5,290.0,28,8.2,459,10095,4.39,9942,280.8
CBG02506,Kota Besar,Sulawesi,6972,6,17,4,450.0,2,9.0,488,10729,,7901,273.98
